Context (X),Label (y)
virtual cortex or there are some,0
cortex or there are some neurons,0
or there are some neurons in,0
there are some neurons in the,0
are some neurons in the visual,0
some neurons in the visual cortex,0
neurons in the visual cortex visual,0
in the visual cortex visual cortex,0
the visual cortex visual cortex is,0
visual cortex visual cortex is a,0
cortex visual cortex is a part,0
visual cortex is a part of,0
cortex is a part of the,0
is a part of the brain,0
a part of the brain that,0
part of the brain that is,0
of the brain that is responsible,0
the brain that is responsible for,0
brain that is responsible for all,0
that is responsible for all visual,0
is responsible for all visual tasks,0
responsible for all visual tasks there,0
for all visual tasks there are,0
all visual tasks there are some,0
visual tasks there are some neurons,0
tasks there are some neurons in,0
there are some neurons in the,0
are some neurons in the visual,0
some neurons in the visual cortex,0
neurons in the visual cortex that,0
in the visual cortex that fes,0
the visual cortex that fes that,0
visual cortex that fes that is,0
cortex that fes that is important,0
that fes that is important that,0
fes that is important that fire,0
that is important that fire when,0
is important that fire when that,0
important that fire when that that,0
that fire when that that that,0
fire when that that that fire,0
when that that that fire that,0
that that that fire that fire,0
that that fire that fire when,0
that fire that fire when when,0
fire that fire when when presented,0
that fire when when presented with,0
fire when when presented with lines,0
when when presented with lines of,0
when presented with lines of specific,0
presented with lines of specific angles,1
with lines of specific angles isn't,0
lines of specific angles isn't it,0
of specific angles isn't it you,0
specific angles isn't it you are,0
angles isn't it you are line,0
isn't it you are line there,0
it you are line there are,0
you are line there are that,0
are line there are that what,0
line there are that what it,0
there are that what it says,0
are that what it says i,0
that what it says i will,0
what it says i will i,0
it says i will i will,0
says i will i will repeat,0
i will i will repeat there,0
will i will repeat there are,0
i will repeat there are some,0
will repeat there are some neurons,0
repeat there are some neurons in,0
there are some neurons in the,0
are some neurons in the visual,0
some neurons in the visual cortex,0
neurons in the visual cortex that,0
in the visual cortex that fight,0
the visual cortex that fight when,0
visual cortex that fight when when,0
cortex that fight when when presented,0
that fight when when presented with,0
fight when when presented with lines,0
when when presented with lines of,0
when presented with lines of specific,0
presented with lines of specific angles,1
with lines of specific angles isn't,0
lines of specific angles isn't it,0
of specific angles isn't it that,0
specific angles isn't it that is,0
angles isn't it that is important,0
isn't it that is important at,0
it that is important at specific,0
that is important at specific orientation,0
is important at specific orientation of,0
important at specific orientation of angles,1
at specific orientation of angles isn't,0
specific orientation of angles isn't it,0
orientation of angles isn't it that's,0
of angles isn't it that's important,0
angles isn't it that's important it's,0
isn't it that's important it's specific,0
it that's important it's specific orientation,0
that's important it's specific orientation of,0
important it's specific orientation of angles,0
it's specific orientation of angles similarly,0
specific orientation of angles similarly there,0
orientation of angles similarly there are,0
of angles similarly there are other,0
angles similarly there are other neurons,0
similarly there are other neurons which,0
there are other neurons which are,0
are other neurons which are fire,0
other neurons which are fire firing,0
neurons which are fire firing there,0
which are fire firing there are,0
are fire firing there are other,0
fire firing there are other neurons,0
firing there are other neurons which,0
there are other neurons which are,0
are other neurons which are firing,0
other neurons which are firing if,0
neurons which are firing if light,0
which are firing if light pattern,0
are firing if light pattern is,0
firing if light pattern is horizontal,0
if light pattern is horizontal they,0
light pattern is horizontal they said,0
pattern is horizontal they said it,0
is horizontal they said it is,0
horizontal they said it is very,0
they said it is very very,0
said it is very very interesting,0
it is very very interesting because,0
is very very interesting because we,0
very very interesting because we have,0
very interesting because we have seen,0
interesting because we have seen c,0
because we have seen c brain,0
we have seen c brain fire,0
have seen c brain fire by,0
seen c brain fire by just,0
c brain fire by just looking,0
brain fire by just looking at,0
fire by just looking at by,0
by just looking at by just,0
just looking at by just looking,0
looking at by just looking at,0
at by just looking at specific,0
by just looking at specific light,0
just looking at specific light pattern,0
looking at specific light pattern and,0
at specific light pattern and with,0
specific light pattern and with lot,0
light pattern and with lot of,0
pattern and with lot of research,0
and with lot of research let,0
with lot of research let me,0
lot of research let me also,0
of research let me also show,0
research let me also show you,0
let me also show you a,0
me also show you a nice,0
also show you a nice part,0
show you a nice part in,0
you a nice part in this,0
a nice part in this in,0
nice part in this in this,0
part in this in this video,0
in this in this video this,0
this in this video this is,0
in this video this is how,0
this video this is how modern,0
video this is how modern visual,0
this is how modern visual system,0
is how modern visual system understood,0
how modern visual system understood this,0
modern visual system understood this this,0
visual system understood this this is,0
system understood this this is human,0
understood this this is human let,0
this this is human let me,0
this is human let me let,0
is human let me let me,0
human let me let me say,0
let me let me say this,0
me let me say this is,0
let me say this is this,0
me say this is this is,0
say this is this is human,0
this is this is human brain,1
is this is human brain isn't,0
this is human brain isn't it,0
is human brain isn't it the,0
human brain isn't it the human,0
brain isn't it the human brain,0
isn't it the human brain has,0
it the human brain has multiple,0
the human brain has multiple layers,0
human brain has multiple layers of,0
brain has multiple layers of visual,0
has multiple layers of visual systems,1
multiple layers of visual systems isn't,0
layers of visual systems isn't it,0
of visual systems isn't it this,0
visual systems isn't it this is,0
systems isn't it this is this,0
isn't it this is this is,0
it this is this is this,0
this is this is this whole,0
is this is this whole part,0
this is this whole part is,0
is this whole part is called,0
this whole part is called which,0
whole part is called which one,0
part is called which one this,0
is called which one this whole,0
called which one this whole part,0
which one this whole part is,0
one this whole part is called,0
this whole part is called visual,0
whole part is called visual cortex,0
part is called visual cortex and,0
is called visual cortex and and,0
called visual cortex and and light,0
visual cortex and and light light,0
cortex and and light light rays,0
and and light light rays come,0
and light light rays come through,0
light light rays come through your,0
light rays come through your retina,0
rays come through your retina just,0
come through your retina just see,0
through your retina just see this,0
your retina just see this is,0
retina just see this is visual,0
just see this is visual cortex,0
see this is visual cortex your,0
this is visual cortex your light,0
is visual cortex your light race,0
visual cortex your light race will,0
cortex your light race will come,0
your light race will come through,0
light race will come through your,0
race will come through your retina,0
will come through your retina your,0
come through your retina your eye,0
through your retina your eye all,0
your retina your eye all these,0
retina your eye all these signals,0
your eye all these signals pass,0
eye all these signals pass through,0
all these signals pass through very,0
these signals pass through very dense,0
signals pass through very dense connections,0
pass through very dense connections to,0
through very dense connections to the,0
very dense connections to the visual,0
dense connections to the visual cortex,0
connections to the visual cortex if,0
to the visual cortex if something,0
the visual cortex if something happen,0
visual cortex if something happen to,0
cortex if something happen to it,0
if something happen to it if,0
something happen to it if something,0
happen to it if something happened,0
to it if something happened to,0
it if something happened to this,0
if something happened to this visual,0
something happened to this visual cortex,0
happened to this visual cortex if,0
to this visual cortex if something,0
this visual cortex if something happen,0
visual cortex if something happen to,0
cortex if something happen to happen,0
if something happen to happen to,0
something happen to happen to it,0
happen to happen to it we,0
to happen to it we we,0
happen to it we we what,0
to it we we what happens,0
it we we what happens we,0
we we what happens we lose,0
we what happens we lose our,0
what happens we lose our vision,0
happens we lose our vision and,0
we lose our vision and visual,0
lose our vision and visual cortex,0
our vision and visual cortex it,0
vision and visual cortex it visual,0
and visual cortex it visual cortex,0
visual cortex it visual cortex itself,0
cortex it visual cortex itself is,0
it visual cortex itself is very,0
visual cortex itself is very very,0
cortex itself is very very complex,0
itself is very very complex thing,0
is very very complex thing there,0
very very complex thing there are,0
very complex thing there are multiple,0
complex thing there are multiple layers,0
thing there are multiple layers of,0
there are multiple layers of visual,0
are multiple layers of visual cortex,0
multiple layers of visual cortex there,0
layers of visual cortex there are,0
of visual cortex there are there,0
visual cortex there are there is,0
cortex there are there is an,0
there are there is an area,0
are there is an area is,0
there is an area is called,0
is an area is called there,0
an area is called there is,0
area is called there is something,0
is called there is something area,0
called there is something area is,0
there is something area is called,0
is something area is called v1,0
something area is called v1 there,0
area is called v1 there is,0
is called v1 there is an,0
called v1 there is an area,0
v1 there is an area is,0
there is an area is called,0
is an area is called v2,0
an area is called v2 there,0
area is called v2 there is,0
is called v2 there is an,0
called v2 there is an area,0
v2 there is an area is,0
there is an area is called,0
is an area is called v3,0
an area is called v3 there,0
area is called v3 there is,0
is called v3 there is an,0
called v3 there is an area,0
v3 there is an area is,0
there is an area is called,0
is an area is called uh,0
an area is called uh v4,0
area is called uh v4 there,0
is called uh v4 there is,0
called uh v4 there is an,0
uh v4 there is an area,0
v4 there is an area is,0
there is an area is called,0
is an area is called v3,0
an area is called v3 v3,0
area is called v3 v3 a,0
is called v3 v3 a and,0
called v3 v3 a and v3,0
v3 v3 a and v3 by,0
v3 a and v3 by there's,0
a and v3 by there's an,0
and v3 by there's an area,0
v3 by there's an area is,0
by there's an area is called,0
there's an area is called v3,0
an area is called v3 by,0
area is called v3 by vp,0
is called v3 by vp there,0
called v3 by vp there there,0
v3 by vp there there are,0
by vp there there are lots,0
vp there there are lots of,0
there there are lots of areas,0
there are lots of areas and,0
are lots of areas and sub,0
lots of areas and sub areas,0
of areas and sub areas with,0
areas and sub areas with within,0
and sub areas with within the,0
sub areas with within the visual,0
areas with within the visual cortex,0
with within the visual cortex that's,0
within the visual cortex that's important,0
the visual cortex that's important just,0
visual cortex that's important just we,0
cortex that's important just we are,0
that's important just we are discussing,0
important just we are discussing about,0
just we are discussing about visual,0
we are discussing about visual cortex,1
are discussing about visual cortex isn't,0
discussing about visual cortex isn't it,0
about visual cortex isn't it so,0
visual cortex isn't it so there,0
cortex isn't it so there is,0
isn't it so there is one,0
it so there is one area,0
so there is one area called,0
there is one area called v1,1
is one area called v1 isn't,0
one area called v1 isn't it,0
area called v1 isn't it there,0
called v1 isn't it there is,0
v1 isn't it there is one,0
isn't it there is one area,0
it there is one area called,0
there is one area called v1,0
is one area called v1 also,0
one area called v1 also called,0
area called v1 also called as,0
called v1 also called as primary,0
v1 also called as primary visual,0
also called as primary visual cex,0
called as primary visual cex that,0
as primary visual cex that is,0
primary visual cex that is responsible,0
visual cex that is responsible for,0
cex that is responsible for they,0
that is responsible for they realized,0
is responsible for they realized that,0
responsible for they realized that there,0
for they realized that there is,0
they realized that there is a,0
realized that there is a special,0
that there is a special region,0
there is a special region just,0
is a special region just to,0
a special region just to detect,0
special region just to detect edges,0
region just to detect edges which,0
just to detect edges which is,0
to detect edges which is literally,0
detect edges which is literally like,0
edges which is literally like edge,0
which is literally like edge detector,0
is literally like edge detector this,0
literally like edge detector this this,0
like edge detector this this primary,0
edge detector this this primary visual,0
detector this this primary visual cortex,0
this this primary visual cortex that,0
this primary visual cortex that is,0
primary visual cortex that is v1,0
visual cortex that is v1 is,0
cortex that is v1 is responsible,0
that is v1 is responsible for,0
is v1 is responsible for edge,0
v1 is responsible for edge edge,0
is responsible for edge edge detect,0
responsible for edge edge detect this,0
for edge edge detect this is,0
edge edge detect this is edge,0
edge detect this is edge detector,0
detect this is edge detector system,0
this is edge detector system if,0
is edge detector system if you,0
edge detector system if you think,0
detector system if you think about,0
system if you think about it,0
if you think about it brilant,0
you think about it brilant system,0
think about it brilant system and,0
about it brilant system and of,0
it brilant system and of course,0
brilant system and of course with,0
system and of course with a,0
and of course with a lot,0
of course with a lot of,0
course with a lot of experiments,0
with a lot of experiments they,0
a lot of experiments they realized,0
lot of experiments they realized that,0
of experiments they realized that there,0
experiments they realized that there are,0
they realized that there are edge,0
realized that there are edge detector,0
that there are edge detector neurons,0
there are edge detector neurons similarly,0
are edge detector neurons similarly there,0
edge detector neurons similarly there are,0
detector neurons similarly there are neurons,0
neurons similarly there are neurons to,0
similarly there are neurons to detect,0
there are neurons to detect motion,0
are neurons to detect motion motion,0
neurons to detect motion motion detector,0
to detect motion motion detector neurons,0
detect motion motion detector neurons not,0
motion motion detector neurons not in,0
motion detector neurons not in primary,0
detector neurons not in primary visual,0
neurons not in primary visual cortex,0
not in primary visual cortex but,0
in primary visual cortex but there,0
primary visual cortex but there are,0
visual cortex but there are complex,0
cortex but there are complex visual,0
but there are complex visual cortex,0
there are complex visual cortex like,0
are complex visual cortex like v2,0
complex visual cortex like v2 v3,0
visual cortex like v2 v3 so,0
cortex like v2 v3 so on,1
like v2 v3 so on isn't,0
v2 v3 so on isn't it,0
v3 so on isn't it there,0
so on isn't it there are,0
on isn't it there are some,0
isn't it there are some neurons,0
it there are some neurons that,0
there are some neurons that there,0
are some neurons that there are,0
some neurons that there are some,0
neurons that there are some neurons,0
that there are some neurons which,0
there are some neurons which can,0
are some neurons which can detect,0
some neurons which can detect depth,1
neurons which can detect depth isn't,0
which can detect depth isn't it,0
can detect depth isn't it col,0
detect depth isn't it col there,0
depth isn't it col there are,0
isn't it col there are some,0
it col there are some neurons,0
col there are some neurons which,0
there are some neurons which can,0
are some neurons which can detect,0
some neurons which can detect color,0
neurons which can detect color there,0
which can detect color there are,0
can detect color there are some,0
detect color there are some neurons,0
color there are some neurons which,0
there are some neurons which can,0
are some neurons which can detect,0
some neurons which can detect shape,0
neurons which can detect shape there,0
which can detect shape there are,0
can detect shape there are some,0
detect shape there are some neurons,0
shape there are some neurons where,0
there are some neurons where shape,0
are some neurons where shape means,0
some neurons where shape means like,0
neurons where shape means like circles,0
where shape means like circles squares,0
shape means like circles squares etc,1
means like circles squares etc isn't,0
like circles squares etc isn't it,0
circles squares etc isn't it there,0
squares etc isn't it there are,0
etc isn't it there are some,0
isn't it there are some neurons,0
it there are some neurons which,0
there are some neurons which can,0
are some neurons which can detect,0
some neurons which can detect uh,0
neurons which can detect uh which,0
which can detect uh which can,0
can detect uh which can which,0
detect uh which can which can,0
uh which can which can detect,0
which can which can detect what,0
can which can detect what can,0
which can detect what can they,0
can detect what can they can,0
detect what can they can detect,0
what can they can detect complex,0
can they can detect complex objects,0
they can detect complex objects like,0
can detect complex objects like faces,0
detect complex objects like faces like,0
complex objects like faces like literally,0
objects like faces like literally neuron,0
like faces like literally neuron literally,0
faces like literally neuron literally neuron,0
like literally neuron literally neuron firing,0
literally neuron literally neuron firing if,0
neuron literally neuron firing if there,0
literally neuron firing if there is,0
neuron firing if there is a,0
firing if there is a phase,1
if there is a phase isn't,0
there is a phase isn't it,0
is a phase isn't it if,0
a phase isn't it if is,0
phase isn't it if is a,0
isn't it if is a facee,0
it if is a facee your,0
if is a facee your neuron,0
is a facee your neuron will,0
a facee your neuron will file,0
facee your neuron will file the,0
your neuron will file the most,0
neuron will file the most important,0
will file the most important thing,0
file the most important thing is,0
the most important thing is primary,0
most important thing is primary visil,0
important thing is primary visil cortex,0
thing is primary visil cortex is,0
is primary visil cortex is responsible,0
primary visil cortex is responsible for,0
visil cortex is responsible for detecting,0
cortex is responsible for detecting edges,0
is responsible for detecting edges that's,0
responsible for detecting edges that's important,0
for detecting edges that's important while,0
detecting edges that's important while while,0
edges that's important while while there,0
that's important while while there are,0
important while while there are more,0
while while there are more complex,0
while there are more complex neurons,0
there are more complex neurons for,0
are more complex neurons for lots,0
more complex neurons for lots of,0
complex neurons for lots of tasks,0
neurons for lots of tasks like,0
for lots of tasks like let's,0
lots of tasks like let's look,0
of tasks like let's look at,0
tasks like let's look at this,0
like let's look at this there,0
let's look at this there is,0
look at this there is a,0
at this there is a very,0
this there is a very uh,0
there is a very uh nice,0
is a very uh nice page,0
a very uh nice page nice,0
very uh nice page nice page,0
uh nice page nice page from,0
nice page nice page from uh,0
page nice page from uh from,0
nice page from uh from from,0
page from uh from from new,0
from uh from from new york,0
uh from from new york university,0
from from new york university just,0
from new york university just see,0
new york university just see this,0
york university just see this page,0
university just see this page what,0
just see this page what it,0
see this page what it says,0
this page what it says your,0
page what it says your v1,0
what it says your v1 represents,0
it says your v1 represents motion,0
says your v1 represents motion your,0
your v1 represents motion your v2,0
v1 represents motion your v2 represent,0
represents motion your v2 represent stereo,0
motion your v2 represent stereo stereo,0
your v2 represent stereo stereo basically,0
v2 represent stereo stereo basically means,0
represent stereo stereo basically means we,0
stereo stereo basically means we have,0
stereo basically means we have two,0
basically means we have two eyes,0
means we have two eyes right,0
we have two eyes right right,0
have two eyes right right most,0
two eyes right right most mammals,0
eyes right right most mammals has,0
right right most mammals has two,0
right most mammals has two eyes,0
most mammals has two eyes using,0
mammals has two eyes using these,0
has two eyes using these two,0
two eyes using these two eyes,0
eyes using these two eyes they,0
using these two eyes they detect,0
these two eyes they detect what,0
two eyes they detect what is,0
eyes they detect what is the,0
they detect what is the depth,0
detect what is the depth in,0
what is the depth in an,0
is the depth in an image,0
the depth in an image that's,0
depth in an image that's important,1
in an image that's important isn't,0
an image that's important isn't it,0
image that's important isn't it what,0
that's important isn't it what about,0
important isn't it what about v3,0
isn't it what about v3 looks,0
it what about v3 looks looks,0
what about v3 looks looks at,0
about v3 looks looks at color,0
v3 looks looks at color and,0
looks looks at color and your,0
looks at color and your v7,0
at color and your v7 is,0
color and your v7 is responsible,0
and your v7 is responsible only,0
your v7 is responsible only for,0
v7 is responsible only for face,0
is responsible only for face recognition,0
responsible only for face recognition and,0
only for face recognition and your,0
for face recognition and your v3,0
face recognition and your v3 v3b,1
recognition and your v3 v3b isn't,0
and your v3 v3b isn't it,0
your v3 v3b isn't it what,0
v3 v3b isn't it what is,0
v3b isn't it what is what,0
isn't it what is what is,0
it what is what is the,0
what is what is the purpose,0
is what is the purpose of,0
what is the purpose of your,0
is the purpose of your v3b,0
the purpose of your v3b is,0
purpose of your v3b is for,0
of your v3b is for segmentation,0
your v3b is for segmentation and,0
v3b is for segmentation and v3,0
is for segmentation and v3 a,0
for segmentation and v3 a is,0
segmentation and v3 a is for,0
and v3 a is for uh,0
v3 a is for uh is,0
a is for uh is for,0
is for uh is for texture,0
for uh is for texture and,0
uh is for texture and your,0
is for texture and your v4,0
for texture and your v4 what,0
texture and your v4 what is,0
and your v4 what is the,0
your v4 what is the purpose,0
v4 what is the purpose of,0
what is the purpose of v4,0
is the purpose of v4 it's,0
the purpose of v4 it's it,0
purpose of v4 it's it is,0
of v4 it's it is useful,0
v4 it's it is useful for,0
it's it is useful for object,0
it is useful for object recognition,0
is useful for object recognition your,0
useful for object recognition your empty,0
for object recognition your empty is,0
object recognition your empty is for,0
recognition your empty is for attention,0
your empty is for attention your,0
empty is for attention your mst,0
is for attention your mst is,0
for attention your mst is basically,0
attention your mst is basically for,0
your mst is basically for visual,0
mst is basically for visual memory,1
is basically for visual memory isn't,0
basically for visual memory isn't it,0
for visual memory isn't it i,0
visual memory isn't it i request,0
memory isn't it i request all,0
isn't it i request all of,0
it i request all of you,0
i request all of you to,0
request all of you to go,0
all of you to go through,0
of you to go through this,0
you to go through this particular,0
to go through this particular page,0
go through this particular page anyway,0
through this particular page anyway i,0
this particular page anyway i will,0
particular page anyway i will provide,0
page anyway i will provide this,0
anyway i will provide this link,0
i will provide this link this,0
will provide this link this link,0
provide this link this link uh,0
this link this link uh this,0
link this link uh this link,0
this link uh this link in,0
link uh this link in description,0
uh this link in description section,0
this link in description section of,0
link in description section of the,0
in description section of the video,0
description section of the video i,0
section of the video i i,0
of the video i i have,0
the video i i have the,0
video i i have the link,0
i i have the link here,0
i have the link here on,0
have the link here on how,0
the link here on how these,0
link here on how these layers,0
here on how these layers are,0
on how these layers are connected,1
how these layers are connected isn't,0
these layers are connected isn't it,0
layers are connected isn't it let,0
are connected isn't it let let,0
connected isn't it let let me,0
isn't it let let me open,0
it let let me open this,0
let let me open this this,0
let me open this this is,0
me open this this is a,0
open this this is a link,0
this this is a link i,0
this is a link i will,0
is a link i will also,0
a link i will also provide,0
link i will also provide this,0
i will also provide this link,0
will also provide this link to,0
also provide this link to you,0
provide this link to you in,0
this link to you in the,0
link to you in the description,0
to you in the description section,0
you in the description section of,0
in the description section of this,0
the description section of this video,0
description section of this video this,0
section of this video this is,0
of this video this is very,0
this video this is very very,0
video this is very very nice,0
this is very very nice video,0
is very very nice video explaining,0
very very nice video explaining what,0
very nice video explaining what is,0
nice video explaining what is happening,0
video explaining what is happening let,0
explaining what is happening let let,0
what is happening let let me,0
is happening let let me just,0
happening let let me just explain,0
let let me just explain this,0
let me just explain this video,0
me just explain this video to,0
just explain this video to you,0
explain this video to you so,0
this video to you so you,0
video to you so you you,0
to you so you you have,0
you so you you have your,0
so you you have your uh,0
you you have your uh let,0
you have your uh let me,0
have your uh let me say,0
your uh let me say you,0
uh let me say you have,0
let me say you have your,0
me say you have your v1,0
say you have your v1 let,0
you have your v1 let me,0
have your v1 let me say,0
your v1 let me say which,0
v1 let me say which is,0
let me say which is connected,0
me say which is connected to,0
say which is connected to v2,0
which is connected to v2 or,0
is connected to v2 or v4,0
connected to v2 or v4 they,0
to v2 or v4 they behave,0
v2 or v4 they behave like,0
or v4 they behave like layers,0
v4 they behave like layers in,0
they behave like layers in neural,0
behave like layers in neural network,0
like layers in neural network the,0
layers in neural network the lowest,0
in neural network the lowest layer,0
neural network the lowest layer the,0
network the lowest layer the lowest,0
the lowest layer the lowest level,0
lowest layer the lowest level layer,0
layer the lowest level layer if,0
the lowest level layer if i,0
lowest level layer if i have,0
level layer if i have an,0
layer if i have an image,0
if i have an image of,0
i have an image of fish,0
have an image of fish let,0
an image of fish let me,0
image of fish let me say,0
of fish let me say i,0
fish let me say i have,0
let me say i have image,0
me say i have image of,0
say i have image of fish,0
i have image of fish in,0
have image of fish in the,0
image of fish in the lower,0
of fish in the lower in,0
fish in the lower in in,0
in the lower in in in,0
the lower in in in the,0
lower in in in the lower,0
in in in the lower level,0
in in the lower level it,0
in the lower level it detects,0
the lower level it detects like,0
lower level it detects like edges,0
level it detects like edges just,0
it detects like edges just see,0
detects like edges just see it,0
like edges just see it detects,0
edges just see it detects like,0
just see it detects like edges,0
see it detects like edges this,0
it detects like edges this is,0
detects like edges this is an,0
like edges this is an edge,0
edges this is an edge just,0
this is an edge just see,0
is an edge just see the,0
an edge just see the fish,0
edge just see the fish has,0
just see the fish has got,0
see the fish has got different,0
the fish has got different edges,1
fish has got different edges isn't,0
has got different edges isn't it,0
got different edges isn't it yes,0
different edges isn't it yes but,0
edges isn't it yes but v1,0
isn't it yes but v1 lay,0
it yes but v1 lay v1,0
yes but v1 lay v1 layer,0
but v1 lay v1 layer is,0
v1 lay v1 layer is connected,0
lay v1 layer is connected to,0
v1 layer is connected to higher,0
layer is connected to higher layers,0
is connected to higher layers like,0
connected to higher layers like v2,0
to higher layers like v2 v4,0
higher layers like v2 v4 and,0
layers like v2 v4 and it,0
like v2 v4 and it in,0
v2 v4 and it in turns,0
v4 and it in turns it,0
and it in turns it connects,0
it in turns it connects to,0
in turns it connects to v3,1
turns it connects to v3 isn't,0
it connects to v3 isn't it,0
connects to v3 isn't it there,0
to v3 isn't it there are,0
v3 isn't it there are lots,0
isn't it there are lots of,0
it there are lots of these,0
there are lots of these connections,0
are lots of these connections is,0
lots of these connections is the,0
of these connections is the layer,0
these connections is the layer wise,0
connections is the layer wise connections,0
is the layer wise connections and,0
the layer wise connections and eventually,0
layer wise connections and eventually one,0
wise connections and eventually one of,0
connections and eventually one of your,0
and eventually one of your top,0
eventually one of your top layer,0
one of your top layer you,0
of your top layer you have,0
your top layer you have a,0
top layer you have a neuron,0
layer you have a neuron in,0
you have a neuron in top,0
have a neuron in top layer,0
a neuron in top layer which,0
neuron in top layer which says,0
in top layer which says it,0
top layer which says it is,0
layer which says it is a,0
which says it is a fish,0
says it is a fish so,0
it is a fish so what's,0
is a fish so what's happening,0
a fish so what's happening here,0
fish so what's happening here literally,0
so what's happening here literally is,0
what's happening here literally is what's,0
happening here literally is what's happening,0
here literally is what's happening here,0
literally is what's happening here literally,0
is what's happening here literally is,0
what's happening here literally is there,0
happening here literally is there is,0
here literally is there is a,0
literally is there is a hierarchical,0
is there is a hierarchical structure,1
there is a hierarchical structure isn't,0
is a hierarchical structure isn't it,0
a hierarchical structure isn't it there,0
hierarchical structure isn't it there is,0
structure isn't it there is some,0
isn't it there is some what,0
it there is some what is,0
there is some what is structure,0
is some what is structure there,0
some what is structure there is,0
what is structure there is hier,0
is structure there is hier hierarchical,0
structure there is hier hierarchical structure,0
there is hier hierarchical structure where,0
is hier hierarchical structure where you,0
hier hierarchical structure where you have,0
hierarchical structure where you have seen,0
structure where you have seen in,0
where you have seen in multi-layer,0
you have seen in multi-layer perceptron,0
have seen in multi-layer perceptron in,0
seen in multi-layer perceptron in multi-layer,0
in multi-layer perceptron in multi-layer perceptrons,0
multi-layer perceptron in multi-layer perceptrons if,0
perceptron in multi-layer perceptrons if you,0
in multi-layer perceptrons if you think,0
multi-layer perceptrons if you think we,0
perceptrons if you think we have,0
if you think we have the,0
you think we have the structure,0
think we have the structure we,0
we have the structure we have,0
have the structure we have our,0
the structure we have our input,0
structure we have our input here,0
we have our input here you,0
have our input here you have,0
our input here you have input,0
input here you have input layer,0
here you have input layer then,0
you have input layer then there,0
have input layer then there is,0
input layer then there is one,0
layer then there is one more,0
then there is one more layer,0
there is one more layer of,0
is one more layer of activation,0
one more layer of activation there,0
more layer of activation there is,0
layer of activation there is one,0
of activation there is one more,0
activation there is one more layer,0
there is one more layer of,0
is one more layer of activation,0
one more layer of activation and,0
more layer of activation and there,0
layer of activation and there is,0
of activation and there is one,0
activation and there is one more,0
and there is one more layer,0
there is one more layer of,0
is one more layer of activations,1
one more layer of activations isn't,0
more layer of activations isn't it,0
layer of activations isn't it so,0
of activations isn't it so so,0
activations isn't it so so on,0
isn't it so so on so,0
it so so on so forth,0
so so on so forth similarly,0
so on so forth similarly even,0
on so forth similarly even in,0
so forth similarly even in visual,0
forth similarly even in visual cortex,0
similarly even in visual cortex various,0
even in visual cortex various regions,0
in visual cortex various regions so,0
visual cortex various regions so object,0
cortex various regions so object recognition,0
various regions so object recognition object,0
regions so object recognition object object,0
so object recognition object object recognition,0
object recognition object object recognition region,0
recognition object object recognition region fed,0
object object recognition region fed input,0
object recognition region fed input from,0
recognition region fed input from other,0
region fed input from other layers,0
fed input from other layers so,0
input from other layers so the,0
from other layers so the lowest,0
other layers so the lowest layer,0
layers so the lowest layer is,0
so the lowest layer is edge,0
the lowest layer is edge detector,1
lowest layer is edge detector isn't,0
layer is edge detector isn't it,0
is edge detector isn't it from,0
edge detector isn't it from edge,0
detector isn't it from edge you,0
isn't it from edge you can,0
it from edge you can group,0
from edge you can group them,0
edge you can group them into,0
you can group them into regions,0
can group them into regions that,0
group them into regions that is,0
them into regions that is important,0
into regions that is important from,0
regions that is important from edge,0
that is important from edge you,0
is important from edge you can,0
important from edge you can group,0
from edge you can group them,0
edge you can group them into,0
you can group them into regions,0
can group them into regions and,0
group them into regions and slowly,0
them into regions and slowly these,0
into regions and slowly these regions,0
regions and slowly these regions will,0
and slowly these regions will be,0
slowly these regions will be grouped,0
these regions will be grouped into,0
regions will be grouped into objects,1
will be grouped into objects isn't,0
be grouped into objects isn't it,0
grouped into objects isn't it complete,0
into objects isn't it complete complete,0
objects isn't it complete complete objects,0
isn't it complete complete objects like,0
it complete complete objects like fish,1
complete complete objects like fish isn't,0
complete objects like fish isn't it,0
objects like fish isn't it so,0
like fish isn't it so this,0
fish isn't it so this is,0
isn't it so this is what,0
it so this is what happening,0
so this is what happening in,0
this is what happening in our,0
is what happening in our brain,0
what happening in our brain isn't,1
happening in our brain isn't isn't,0
in our brain isn't isn't it,0
our brain isn't isn't it just,0
brain isn't isn't it just what,0
isn't isn't it just what are,0
isn't it just what are the,0
it just what are the key,0
just what are the key findings,0
what are the key findings here,0
are the key findings here again,0
the key findings here again the,0
key findings here again the key,0
findings here again the key takeaway,0
here again the key takeaway is,0
again the key takeaway is that,0
the key takeaway is that there,0
key takeaway is that there are,0
takeaway is that there are special,0
is that there are special neurons,0
that there are special neurons for,0
there are special neurons for edge,0
are special neurons for edge detector,0
special neurons for edge detector motion,0
neurons for edge detector motion depth,0
for edge detector motion depth color,0
edge detector motion depth color shapes,0
detector motion depth color shapes and,0
motion depth color shapes and faces,0
depth color shapes and faces extra,0
color shapes and faces extra there,0
shapes and faces extra there is,0
and faces extra there is nice,0
faces extra there is nice hierarchical,0
extra there is nice hierarchical there,0
there is nice hierarchical there is,0
is nice hierarchical there is nice,0
nice hierarchical there is nice hierarchical,0
hierarchical there is nice hierarchical structure,0
there is nice hierarchical structure amongst,0
is nice hierarchical structure amongst various,0
nice hierarchical structure amongst various visual,0
